name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price
Mitchell Starc,Australia,32,6.43076,bowler,left-handed-bat,left-arm-fast,9,94,9.4,101.08,0,4,2,5,96,13.71,97.96,0,10,0,73,7.64,22.92,18.0,34,7.17,20.38,17.06,kolkata-knight-riders,2018,94000000
Dinesh Karthik,India,37,,wk-batsman,right-handed-bat,,22,686,26.38,142.62,1,71,28,45,4376,26.85,132.65,20,426,134,0,18.0,0.0,0.0,-,-,-,-,kolkata-knight-riders,2018,74000000
Robin Uthappa,India,37,,wk-batsman,right-handed-bat,right-arm-medium,2,249,24.9,118.01,1,26,6,17,4952,27.51,130.35,27,481,182,-,-,-,-,-,-,-,-,kolkata-knight-riders,2018,64000000
Kuldeep Yadav,India,27,,bowler,left-handed-bat,left-arm-chinaman,3,43,43.0,89.58,0,2,0,11,105,15.0,82.68,0,8,2,44,6.89,14.02,12.2,61,8.32,27.13,19.57,kolkata-knight-riders,2018,58000000
Piyush Chawla,India,33,,bowling-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,32,584,11.68,111.03,0,54,18,4,6.57,37.75,34.5,157,7.88,27.39,20.85,kolkata-knight-riders,2018,42000000
Nitish Rana,India,28,,batsman,left-handed-bat,right-arm-offbreak,0,15,7.5,55.56,0,0,0,7,2181,27.96,134.22,15,190,111,-,-,-,-,7,8.36,25.29,18.14,kolkata-knight-riders,2018,34000000
Kamlesh Nagarkoti,India,22,,bowler,right-handed-bat,right-arm-fast,-,-,-,-,-,-,-,3,22,5.5,66.67,0,1,0,-,-,-,-,5,9.5,57.0,36.0,kolkata-knight-riders,2018,32000000
Shivam Mavi,India,24,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,3,51,5.67,91.07,0,4,2,-,-,-,-,30,8.71,31.4,21.63,kolkata-knight-riders,2018,30000000
Mitchell Johnson,Australia,41,6.20109,bowler,left-handed-bat,left-arm-fast,7,109,10.9,114.74,0,8,3,17,167,12.85,101.83,0,10,7,38,7.29,20.97,17.26,61,8.29,27.9,20.2,kolkata-knight-riders,2018,20000000
Shubman Gill,India,23,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,12,1900,32.2,125.25,14,188,47,-,-,-,-,-,-,-,-,kolkata-knight-riders,2018,18000000
Vinay Kumar,India,38,,bowler,right-handed-bat,right-arm-fast-medium,1,2,0.0,50.0,0,0,0,18,310,11.07,113.14,0,21,9,10,7.84,24.7,18.9,105,8.39,28.25,20.2,kolkata-knight-riders,2018,10000000
Rinku Singh,India,25,,batsman,left-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,3,251,20.92,130.05,0,23,9,-,-,-,-,-,-,-,-,kolkata-knight-riders,2018,8000000
Javon Searles,West Indies,35,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,1,8,8.0,133.33,0,0,1,-,-,-,-,2,12.71,44.5,21.0,kolkata-knight-riders,2018,3000000
Ishank Jaggi,India,33,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,2,76,15.2,78.35,0,6,0,-,-,-,-,-,-,-,-,kolkata-knight-riders,2018,2000000
Krunal Pandya,India,31,,batting-allrounder,left-handed-bat,left-arm-orthodox,5,124,24.8,130.53,0,8,6,25,1326,22.1,136.7,1,121,50,15,8.11,36.93,27.33,61,7.31,33.41,27.41,mumbai-indians,2018,88000000
Ishan Kishan,India,24,,wk-batsman,left-handed-bat,,1,589,29.45,129.17,4,65,23,6,1870,29.22,132.34,12,166,85,-,-,-,-,-,-,-,-,mumbai-indians,2018,62000000
Kieron Pollard,West Indies,35,,batting-allrounder,right-handed-bat,right-arm-medium,21,1569,25.31,135.14,6,94,99,52,3412,28.67,147.32,16,218,223,42,8.33,28.29,20.38,69,8.79,31.59,21.57,mumbai-indians,2018,54000000
Pat Cummins,Australia,29,6.29952,bowler,right-handed-bat,right-arm-fast,11,116,9.67,123.4,0,6,6,11,379,18.95,152.21,3,24,26,55,7.38,24.55,19.96,45,8.54,30.16,21.18,mumbai-indians,2018,54000000
Evin Lewis,West Indies,30,,batsman,left-handed-bat,,2,1465,29.3,151.97,10,108,111,2,654,27.25,137.11,4,62,36,-,-,-,-,-,-,-,-,mumbai-indians,2018,38000000
Suryakumar Yadav,India,32,,batsman,right-handed-bat,right-arm-offbreak,8,1408,44.0,180.98,12,131,80,20,2644,30.05,136.78,16,284,84,-,-,-,-,0,8.0,0.0,0.0,mumbai-indians,2018,32000000
Ben Cutting,Australia,35,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.79,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,mumbai-indians,2018,22000000
Mustafizur Rahman,Bangladesh,27,,bowler,left-handed-bat,left-arm-fast-medium,9,68,4.53,76.4,0,3,4,7,12,12.0,54.55,0,0,1,97,7.64,21.95,17.24,46,7.8,29.67,22.83,mumbai-indians,2018,22000000
Rahul Chahar,India,23,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,6,108,8.31,108.0,0,10,4,7,7.59,23.86,18.86,57,7.51,25.91,20.7,mumbai-indians,2018,19000000
Pradeep Sangwan,India,32,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,7,26,3.25,59.09,0,1,0,-,-,-,-,38,8.69,32.63,22.53,mumbai-indians,2018,15000000
Jason Behrendorff,Australia,32,,bowler,right-handed-bat,left-arm-fast-medium,0,5,5.0,71.43,0,0,0,-,-,-,-,-,-,-,7,8.5,26.71,18.86,5,8.68,33.0,22.8,mumbai-indians,2018,15000000
Jean-Paul Duminy,South Africa,38,,batting-allrounder,left-handed-bat,right-arm-offbreak,25,1934,38.68,126.24,11,138,71,26,2029,39.78,124.02,14,126,79,21,7.76,28.52,22.05,23,7.38,36.26,29.48,mumbai-indians,2018,10000000
Saurabh Tiwary,India,32,,batsman,left-handed-bat,,-,-,-,-,-,-,-,22,1494,28.73,120.1,8,111,50,-,-,-,-,-,-,-,-,mumbai-indians,2018,8000000
Aditya Tare,India,35,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,4,339,14.12,124.18,1,40,11,-,-,-,-,-,-,-,-,mumbai-indians,2018,2000000
Siddhesh Lad,India,30,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,0,15,15.0,115.38,0,1,1,-,-,-,-,-,-,-,-,mumbai-indians,2018,2000000
Mayank Markande,India,25,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,5,27,9.0,93.1,0,3,0,0,7.75,0.0,0.0,17,8.5,30.0,21.18,mumbai-indians,2018,2000000
Anukul Roy,India,23,,batting-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,0,0,0.0,0.0,0,0,0,-,-,-,-,2,7.33,33.0,27.0,mumbai-indians,2018,2000000
Mohsin Khan,India,24,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,2,23,23.0,143.75,0,2,1,-,-,-,-,14,5.97,14.07,14.14,mumbai-indians,2018,2000000
Ben Stokes,England,31,,batting-allrounder,left-handed-bat,right-arm-fast-medium,9,585,21.67,128.01,1,42,22,6,920,25.56,134.5,2,79,32,26,8.39,32.92,23.54,28,8.56,34.79,24.39,rajasthan-royals,2018,125000000
Jaydev Unadkat,India,31,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,14,164,13.67,123.31,0,13,6,14,8.68,21.5,14.86,91,8.79,30.53,20.84,rajasthan-royals,2018,115000000
Sanju Samson,India,28,,wk-batsman,right-handed-bat,,1,296,21.14,135.16,1,23,13,13,3526,29.14,135.72,17,279,158,-,-,-,-,-,-,-,-,rajasthan-royals,2018,80000000
Jofra Archer,England,27,,bowler,right-handed-bat,right-arm-fast,1,19,19.0,190.0,0,2,1,10,195,15.0,157.26,0,11,14,14,7.89,26.5,20.14,46,7.13,21.33,17.93,rajasthan-royals,2018,72000000
Krishnappa Gowtham,India,34,,bowling-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,6,186,13.29,167.57,0,13,12,-,-,-,-,18,8.26,36.72,26.67,rajasthan-royals,2018,62000000
Jos Buttler,England,32,,wk-batsman,right-handed-bat,,20,2602,34.69,144.24,19,233,108,10,2831,39.87,149.71,15,277,135,-,-,-,-,-,-,-,-,rajasthan-royals,2018,44000000
Ajinkya Rahane,India,34,,batsman,right-handed-bat,right-arm-medium,2,375,20.83,113.29,1,32,6,16,4074,30.86,120.68,28,431,80,-,-,-,-,1,5.0,5.0,6.0,rajasthan-royals,2018,40000000
D Arcy Short,Australia,32,,batsman,left-handed-bat,left-arm-chinaman,2,642,30.57,118.89,4,71,15,0,115,16.43,116.16,0,11,5,3,7.95,50.33,38.0,1,6.33,19.0,18.0,rajasthan-royals,2018,40000000
Rahul Tripathi,India,31,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,9,1798,27.66,140.8,10,176,68,-,-,-,-,0,12.0,0.0,0.0,rajasthan-royals,2018,34000000
Dhawal Kulkarni,India,33,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,14,104,11.56,96.3,0,7,2,3,6.88,18.33,16.0,86,8.31,28.77,20.78,rajasthan-royals,2018,7500000
Ben Laughlin,Australia,40,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,2,5,2.5,38.46,0,0,0,2,9.97,59.0,35.5,10,10.13,28.2,16.7,rajasthan-royals,2018,5000000
Stuart Binny,India,38,,batting-allrounder,right-handed-bat,right-arm-medium,0,35,17.5,120.69,0,2,1,22,880,19.13,128.84,0,66,35,1,10.8,54.0,30.0,22,7.66,34.45,27.0,rajasthan-royals,2018,5000000
Dushmantha Chameera,Sri Lanka,30,,bowler,right-handed-bat,right-arm-fast,12,95,6.33,85.59,0,8,1,4,43,10.75,153.57,0,3,3,52,8.09,28.98,21.5,9,8.73,42.67,29.33,rajasthan-royals,2018,5000000
Anureet Singh,India,34,,bowler,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,4,36,9.0,76.6,0,2,1,-,-,-,-,18,9.07,34.61,22.89,rajasthan-royals,2018,3000000
Sudhesan Midhun,India,28,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,13.5,0.0,0.0,rajasthan-royals,2018,2000000
Shreyas Gopal,India,29,,bowling-allrounder,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,8,180,12.86,106.51,0,19,2,-,-,-,-,49,8.1,26.14,19.37,rajasthan-royals,2018,2000000
Prashant Chopra,India,30,,wk-batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,0,8,8.0,133.33,0,2,0,-,-,-,-,-,-,-,-,rajasthan-royals,2018,2000000
Ankit Sharma,India,31,,bowler,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,3,87,12.43,129.85,0,7,4,-,-,-,-,12,7.36,37.5,30.58,rajasthan-royals,2018,2000000
Mahipal Lomror,India,23,,batting-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,2,267,20.54,128.37,0,15,13,-,-,-,-,1,7.67,92.0,72.0,rajasthan-royals,2018,2000000
Chris Woakes,England,33,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,125,25.0,145.35,0,7,7,6,78,13.0,101.3,0,7,2,27,7.86,25.19,19.22,30,8.97,21.93,14.67,royal-challengers-bangalore,2018,74000000
Yuzvendra Chahal,India,32,,bowler,right-handed-bat,right-arm-legbreak,2,5,2.5,45.45,0,0,0,13,37,5.29,43.02,0,0,0,87,8.14,24.78,18.28,166,7.61,21.83,17.2,royal-challengers-bangalore,2018,60000000
Umesh Yadav,India,35,,bowler,right-handed-bat,right-arm-fast,1,22,22.0,104.76,0,2,0,27,177,9.83,105.36,0,15,8,12,9.33,23.33,15.0,135,8.37,29.02,20.81,royal-challengers-bangalore,2018,42000000
Brendon McCullum,New Zealand,41,,wk-batsman,right-handed-bat,,10,2140,35.67,136.22,13,199,91,5,2880,27.69,131.75,13,293,130,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2018,36000000
Navdeep Saini,India,30,,bowler,right-handed-bat,right-arm-fast,3,12,0.0,109.09,0,2,0,3,33,8.25,89.19,0,3,0,13,7.16,18.08,15.15,20,8.68,45.0,31.1,royal-challengers-bangalore,2018,30000000
Quinton de Kock,South Africa,29,,wk-batsman,left-handed-bat,,9,2156,32.18,135.43,14,222,78,6,2764,32.14,133.91,19,277,106,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2018,28000000
Mohammed Siraj,India,28,,bowler,right-handed-bat,right-arm-fast-medium,0,5,5.0,71.43,0,1,0,13,96,13.71,88.07,0,10,2,11,9.19,26.73,17.45,59,8.78,33.07,22.61,royal-challengers-bangalore,2018,26000000
Nathan Coulter-Nile,Australia,35,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,royal-challengers-bangalore,2018,22000000
Colin de Grandhomme,New Zealand,36,,batting-allrounder,right-handed-bat,right-arm-fast-medium,7,503,15.72,137.81,3,27,30,5,303,18.94,134.67,0,18,18,12,8.62,38.42,26.75,6,8.86,53.17,36.0,royal-challengers-bangalore,2018,22000000
Parthiv Patel,India,37,,wk-batsman,left-handed-bat,,0,36,18.0,112.5,0,4,1,11,2848,22.6,120.78,13,365,49,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2018,17000000
Moeen Ali,England,35,,batting-allrounder,left-handed-bat,right-arm-offbreak,15,1044,22.7,145.81,7,82,55,3,910,23.33,143.99,5,76,53,40,8.37,27.02,19.38,24,6.79,26.12,23.08,royal-challengers-bangalore,2018,17000000
Mandeep Singh,India,30,,batsman,right-handed-bat,right-arm-medium,1,87,43.5,119.18,1,11,1,16,1692,21.42,123.32,6,176,37,-,-,-,-,0,13.0,0.0,0.0,royal-challengers-bangalore,2018,14000000
Manan Vohra,India,29,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,2,1073,22.35,131.17,3,103,43,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2018,11000000
Pawan Negi,India,29,,bowling-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,9,365,14.04,126.3,0,27,16,1,5.33,16.0,18.0,34,7.87,27.62,21.06,royal-challengers-bangalore,2018,10000000
Tim Southee,New Zealand,33,,bowler,right-handed-bat,right-arm-fast-medium,18,261,10.88,139.57,0,18,16,7,120,9.23,112.15,0,8,4,134,8.16,23.46,17.25,45,8.53,36.96,26.0,royal-challengers-bangalore,2018,10000000
Kulwant Khejroliya,India,30,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,9.66,51.0,31.67,royal-challengers-bangalore,2018,8500000
Aniket Choudhary,India,32,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,2,25,25.0,125.0,0,1,1,-,-,-,-,5,8.55,28.8,20.2,royal-challengers-bangalore,2018,3000000
Manish Pandey,India,33,,batsman,right-handed-bat,right-arm-medium,17,709,44.31,126.16,3,49,19,27,3648,29.9,121.52,21,317,105,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2018,110000000
Shikhar Dhawan,India,36,,batsman,left-handed-bat,right-arm-offbreak,3,1759,27.92,126.36,11,191,50,26,6243,34.88,126.33,47,701,136,-,-,-,-,4,8.25,16.5,12.0,sunrisers-hyderabad,2018,52000000
Wriddhiman Saha,India,38,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,23,2427,25.28,127.87,11,231,76,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2018,50000000
Siddarth Kaul,India,32,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,8,20,5.0,55.56,0,1,0,4,8.69,21.0,14.5,58,8.63,29.98,20.84,sunrisers-hyderabad,2018,38000000
Deepak Hooda,India,27,,batting-allrounder,right-handed-bat,right-arm-offbreak,3,302,33.56,150.25,0,27,13,14,1236,20.26,132.05,7,77,56,5,4.58,9.0,11.8,10,8.61,50.1,34.9,sunrisers-hyderabad,2018,36000000
Sandeep Sharma,India,29,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,19,52,8.67,81.25,0,4,0,1,10.43,73.0,42.0,114,7.77,26.33,20.33,sunrisers-hyderabad,2018,30000000
Kane Williamson,New Zealand,32,,batsman,right-handed-bat,right-arm-offbreak,11,2464,33.3,122.89,17,230,57,17,2101,36.22,126.03,18,181,64,6,8.34,27.33,19.67,0,10.33,0.0,0.0,sunrisers-hyderabad,2018,30000000
Carlos Brathwaite,West Indies,34,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,310,14.76,113.14,0,13,22,1,181,13.92,163.06,0,10,16,31,8.57,32.68,22.87,13,8.95,29.15,19.54,sunrisers-hyderabad,2018,20000000
Shakib Al Hasan,Bangladesh,35,,batting-allrounder,left-handed-bat,left-arm-orthodox,10,2243,23.12,121.84,12,225,47,12,793,19.82,124.49,2,73,21,128,6.83,21.21,18.63,63,7.44,29.19,23.56,sunrisers-hyderabad,2018,20000000
Yusuf Pathan,India,40,,batting-allrounder,right-handed-bat,right-arm-offbreak,5,236,18.15,146.58,0,11,17,44,3204,29.13,142.97,13,262,158,13,8.62,33.69,23.46,42,7.4,33.69,27.31,sunrisers-hyderabad,2018,19000000
Shreevats Goswami,India,33,,wk-batsman,left-handed-bat,,-,-,-,-,-,-,-,1,293,14.65,99.32,1,32,3,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2018,10000000
Mohammad Nabi,Afghanistan,37,,bowling-allrounder,right-handed-bat,right-arm-offbreak,16,1664,21.06,139.71,4,111,89,2,180,15.0,151.26,0,16,9,84,7.31,28.1,23.05,13,7.14,31.38,26.38,sunrisers-hyderabad,2018,10000000
Chris Jordan,England,34,6.2,bowler,right-handed-bat,right-arm-fast-medium,22,422,15.07,136.57,0,30,21,3,75,9.38,115.38,0,3,3,95,8.72,27.05,18.62,27,9.32,30.85,19.85,sunrisers-hyderabad,2018,10000000
Basil Thampi,India,29,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,7,32,32.0,91.43,0,1,1,-,-,-,-,22,9.74,38.45,23.68,sunrisers-hyderabad,2018,9500000
Billy Stanlake,Australia,28,,bowler,left-handed-bat,right-arm-fast,1,9,9.0,75.0,0,0,1,1,5,0.0,250.0,0,1,0,27,7.77,20.15,15.56,7,8.33,28.57,20.57,sunrisers-hyderabad,2018,5000000
T Natarajan,India,31,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,4,3,0.0,60.0,0,0,0,7,7.62,17.43,13.71,38,8.65,28.79,19.97,sunrisers-hyderabad,2018,4000000
Sachin Baby,India,33,,batsman,left-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,2,144,16.0,122.03,0,11,5,-,-,-,-,2,4.8,4.0,5.0,sunrisers-hyderabad,2018,2000000
Bipul Sharma,India,39,,bowler,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,9,187,23.38,152.03,0,11,9,-,-,-,-,17,8.06,33.65,25.06,sunrisers-hyderabad,2018,2000000
Ricky Bhui,India,26,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,0,7,3.5,41.18,0,0,0,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2018,2000000
Mohit Sharma,India,34,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,12,122,8.13,104.27,0,8,4,6,8.04,30.83,23.0,92,8.45,26.85,19.07,chennai-super-kings,2019,50000000
Ruturaj Gaikwad,India,25,,batsman,right-handed-bat,right-arm-offbreak,0,135,16.88,123.85,1,13,5,4,1207,37.72,130.35,10,113,43,-,-,-,-,-,-,-,-,chennai-super-kings,2019,2000000
Colin Ingram,South Africa,37,,batsman,left-handed-bat,right-arm-legbreak,1,210,26.25,129.63,1,23,7,3,205,17.08,113.89,0,22,5,-,-,-,-,-,-,-,-,delhi-capitals,2019,64000000
Axar Patel,India,28,,bowling-allrounder,left-handed-bat,left-arm-orthodox,10,171,14.25,132.56,0,14,6,29,1135,19.24,128.83,0,67,54,34,7.49,25.15,20.15,101,7.25,30.52,25.28,delhi-capitals,2019,50000000
Hanuma Vihari,India,29,,batting-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,3,284,14.2,88.47,0,23,1,-,-,-,-,1,6.71,47.0,42.0,delhi-capitals,2019,20000000
Sherfane Rutherford,West Indies,24,,batting-allrounder,left-handed-bat,right-arm-fast-medium,0,43,10.75,119.44,0,1,3,2,106,15.14,101.92,0,3,8,1,8.17,49.0,36.0,1,8.63,59.0,41.0,delhi-capitals,2019,20000000
Ishant Sharma,India,34,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,19,55,9.17,90.16,0,4,2,8,8.63,50.0,34.75,72,8.12,37.51,27.74,delhi-capitals,2019,11000000
Keemo Paul,West Indies,24,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,187,20.78,112.65,0,10,11,1,18,3.6,75.0,0,1,1,25,9.09,28.0,18.48,9,8.72,26.33,18.11,delhi-capitals,2019,5000000
Jalaj Saxena,India,35,,batting-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,9.0,0.0,0.0,delhi-capitals,2019,2000000
Nathu Singh,India,27,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3.75,15.0,24.0,delhi-capitals,2019,2000000
Sam Curran,England,24,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,8,158,12.15,130.58,0,8,9,8,337,22.47,149.78,2,30,18,41,7.71,21.76,16.93,32,9.21,31.09,20.25,punjab-kings,2019,72000000
Mohammed Shami,India,32,,bowler,right-handed-bat,right-arm-fast-medium,2,0,0.0,0.0,0,0,0,12,69,6.27,94.52,0,5,2,24,8.94,29.62,19.88,99,8.52,29.19,20.57,punjab-kings,2019,48000000
Moises Henriques,Australia,35,6.135470000000001,batting-allrounder,right-handed-bat,right-arm-fast-medium,4,355,20.88,124.56,2,17,15,18,1000,27.78,126.9,5,87,28,7,8.43,27.71,19.71,42,8.14,30.69,22.62,punjab-kings,2019,10000000
Hardus Viljoen,South Africa,33,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,1,3,1.5,42.86,0,0,0,-,-,-,-,7,9.65,31.71,19.71,punjab-kings,2019,7500000
Darshan Nalkande,India,24,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,11.42,29.5,15.5,punjab-kings,2019,3000000
Arshdeep Singh,India,23,,bowler,left-handed-bat,left-arm-fast-medium,4,6,0.0,150.0,0,0,0,5,23,5.75,65.71,0,3,0,33,8.17,18.12,13.3,40,8.35,26.35,18.93,punjab-kings,2019,2000000
Harpreet Brar,India,27,,batting-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,6,106,35.33,111.58,0,6,5,-,-,-,-,9,7.79,41.56,32.0,punjab-kings,2019,2000000
Carlos Brathwaite,West Indies,34,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,310,14.76,113.14,0,13,22,1,181,13.92,163.06,0,10,16,31,8.57,32.68,22.87,13,8.95,29.15,19.54,kolkata-knight-riders,2019,50000000
Lockie Ferguson,New Zealand,31,,bowler,right-handed-bat,right-arm-fast,4,21,10.5,140.0,0,0,2,7,67,33.5,148.89,0,6,2,41,7.37,17.85,14.54,36,8.43,29.86,21.25,kolkata-knight-riders,2019,16000000
Joe Denly,England,36,6.0,batting-allrounder,right-handed-bat,right-arm-legbreak,2,125,12.5,105.93,0,15,1,0,0,0.0,0.0,0,0,0,7,7.75,13.29,10.29,-,-,-,-,kolkata-knight-riders,2019,10000000
Harry Gurney,England,36,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,1,1,0.0,20.0,0,0,0,3,6.88,18.33,16.0,7,8.81,34.0,23.14,kolkata-knight-riders,2019,7500000
Nikhil Naik,India,28,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,0,31,7.75,62.0,0,2,0,-,-,-,-,-,-,-,-,kolkata-knight-riders,2019,2000000
Shrikant Mundhe,India,34,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6.0,6.0,6.0,kolkata-knight-riders,2019,2000000
Yarra Prithviraj,India,24,,bowler,left-handed-bat,left-arm-medium,-,-,-,-,-,-,-,1,0,0.0,0.0,0,0,0,-,-,-,-,1,11.4,57.0,30.0,kolkata-knight-riders,2019,2000000
Anrich Nortje,South Africa,29,,bowler,right-handed-bat,right-arm-fast,4,16,2.67,48.48,0,1,0,5,8,8.0,66.67,0,0,0,35,7.12,19.69,16.6,43,8.06,21.3,15.86,kolkata-knight-riders,2019,2000000
Barinder Sran,India,29,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,8,10,10.0,71.43,0,0,0,6,5.12,6.83,8.0,18,9.4,42.06,26.83,mumbai-indians,2019,34000000
Lasith Malinga,Sri Lanka,39,,bowler,right-handed-bat,right-arm-fast,12,136,6.48,84.47,0,9,5,9,88,5.5,88.89,0,6,5,107,7.42,20.79,16.81,170,7.14,19.79,16.63,mumbai-indians,2019,20000000
Yuvraj Singh,India,40,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.38,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,mumbai-indians,2019,10000000
Anmolpreet Singh,India,24,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,0,29,9.67,107.41,0,3,1,-,-,-,-,-,-,-,-,mumbai-indians,2019,8000000
Jaydev Unadkat,India,31,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,14,164,13.67,123.31,0,13,6,14,8.68,21.5,14.86,91,8.79,30.53,20.84,rajasthan-royals,2019,84000000
Varun Aaron,India,33,,bowler,right-handed-bat,right-arm-fast,-,-,-,-,-,-,-,8,50,10.0,69.44,0,2,2,-,-,-,-,44,8.94,33.66,22.59,rajasthan-royals,2019,24000000
Oshane Thomas,West Indies,25,,bowler,left-handed-bat,right-arm-fast,3,9,2.25,60.0,0,2,0,-,-,-,-,-,-,-,21,9.41,28.67,18.29,5,7.9,15.8,12.0,rajasthan-royals,2019,11000000
Ashton Turner,Australia,29,,batting-allrounder,right-handed-bat,right-arm-offbreak,4,108,12.0,83.72,0,4,2,1,3,1.0,30.0,0,0,0,4,6.31,20.5,19.5,-,-,-,-,rajasthan-royals,2019,5000000
Liam Livingstone,England,29,,batsman,right-handed-bat,right-arm-legbreak,5,423,22.26,147.9,0,25,25,3,549,27.45,166.87,4,38,40,15,8.1,27.0,20.0,6,8.96,35.83,24.0,rajasthan-royals,2019,5000000
